DESCR,ID_NODE,ID_PARENT,ORD,ID_TREE,TAG,DESCR
SHAH CDS,63233,63232,0,332,SDV-3123-01,CLOSE - 3rd SUCTION DRUM V-3123 DRAIN LINE ESD VALVE
SHAH CDS,63234,62942,22,332,LSDH-3123-03,3rd STAGE SUCTION DRUM V-3123 LEVEL HIGH
SHAH CDS,63235,63234,0,332,INTER_ESDTR2_812,ACTIVATE - TR2 ESD TO UCP
SHAH CDS,63236,63234,1,332,EM-3121-01,TRIP - 1st AFTERCOOLER FAN MOTOR E-3121
SHAH CDS,63237,63234,2,332,EM-3121-02,TRIP - 1st AFTERCOOLER FAN MOTOR E-3121
SHAH CDS,63238,63234,3,332,SDV-3121-03,CLOSE - 1st SUCTION DRUM V-3121 DRAIN LINE ESD VALVE
SHAH CDS,63239,63234,4,332,SDV-3122-03,CLOSE - 2nd SUCTION DRUM V-3122 DRAIN LINE ESD VALVE
SHAH CDS,63240,63234,5,332,EM-3122-01,TRIP - 2nd AFTERCOOLER FAN MOTOR E-3122
SHAH CDS,63241,63234,6,332,EM-3122-02,TRIP - 2nd AFTERCOOLER FAN MOTOR E-3122
SHAH CDS,63242,63234,7,332,SDV-3123-01,CLOSE - 3rd SUCTION DRUM V-3123 DRAIN LINE ESD VALVE
SHAH CDS,63243,63234,8,332,EM-3123-01,TRIP - 3rd AFTERCOOLER FAN MOTOR E-3123
SHAH CDS,63244,63234,9,332,EM-3123-02,TRIP - 3rd AFTERCOOLER FAN MOTOR E-3123
SHAH CDS,63245,63234,10,332,SDV-3102-12,CLOSE - 3rd STAGE DISCHARGE DRUM V-3102 DRAIN LINE ESD VALVE
SHAH CDS,63246,63234,11,332,SDV-3121-10,CLOSE - 1st STAGE RECYCLE LINE SHUT DOWN VALVE
SHAH CDS,63247,63234,12,332,SDV-3104-03,CLOSE - GLYCOL CONTACTOR INLET KO DRUM V-3104 DRAIN ESD VALVE
SHAH CDS,63248,63234,13,332,SDV-3102-03,CLOSE - GLYCOL CONTACTOR C 3102 DRAIN ESD VALVE 
SHAH CDS,63249,63234,14,332,SDV-3102-02,CLOSE - RICH GLICOL FROM CONTACTOR TO REG.PACKAGE ESD VALVE
SHAH CDS,63250,63234,15,332,BDV-3102-04,OPEN - GAS DEHYDRATION UNIT TRAIN-2 BLOWDOWN VALVE
SHAH CDS,63251,63234,16,332,SDV-3121-01/SDV-3121-04,CLOSE - 1st SUCTION DRUM V-3121 INLET LINE ESD VALVES
SHAH CDS,63252,63234,17,332,SDV-3122-01/SDV-3122-02,CLOSE - 2nd STAGE COMPRESSOR SUCTION K-3122 ESD VALVES
SHAH CDS,63253,63234,18,332,SDV-3104-08/SDV-3104-02,CLOSE - 2nd STAGE COMPRESSOR DISCHARGE K-3122 ESD VALVES
SHAH CDS,63254,63234,19,332,SDV-3123-02/SDV-3123-03,CLOSE - 3rd STAGE COMPRESSOR SUCTION K-3123 ESD VALVES
SHAH CDS,63255,63234,20,332,SDV-3102-10/SDV-3102-11,CLOSE - 3rd STAGE COMPRESSOR DISCHARGE K-3123 ESD VALVES
SHAH CDS,63256,63234,21,332,SDV-3122-06,OPEN - 1st STAGE SETTLE ESD VALVE
SHAH CDS,63257,63234,22,332,SDV-3102-01,CLOSE - LEAN GLYCOL FROM REG.PACKAGE TO CONTACTOR ESD VALVE
SHAH CDS,63258,63234,23,332,BDV-3122-04,OPEN - 1st STAGE COMPRESSION TRAIN 2 BLOWDOWN VALVE
SHAH CDS,63259,63234,24,332,BDV-3122-05,OPEN - 2nd STAGE COMPRESSION TRAIN 2 BLOWDOWN VALVE
SHAH CDS,63260,63234,25,332,BDV-3102-13,OPEN - 3rd STAGE COMPRESSION TRAIN 2 BLOWDOWN VALVE
SHAH CDS,63261,63234,26,332,SDV-6226-02,CLOSE - HYDRATE INHIBITION (METHANOL) CHEMICAL INJECTION LINE TRAIN 2 ESD VALVE
SHAH CDS,63262,63234,27,332,SDV-2801-02,CLOSE - STRIPPING GAS FROM TRAIN 2
SHAH CDS,63263,62942,23,332,TSDL-3123-06,3rd STAGE COOLER FAN E-3123 OUTLET LINE TEMP. LOW
SHAH CDS,63264,63263,0,332,EM-3123-01,TRIP - 3rd AFTERCOOLER FAN MOTOR E-3123
SHAH CDS,63265,63263,1,332,EM-3123-02,TRIP - 3rd AFTERCOOLER FAN MOTOR E-3123
SHAH CDS,63266,62942,24,332,XVSD-3123-01,3rd STAGE COOLER FAN MOTOR EM-3123-01 VIBRATION HIGH
SHAH CDS,63267,63266,0,332,EM-3123-01,TRIP - 3rd AFTERCOOLER FAN MOTOR E-3123
SHAH CDS,63268,62942,25,332,XVSD-3123-02,3rd STAGE COOLER FAN MOTOR EM-3123-02 VIBRATION HIGH
SHAH CDS,63269,63268,0,332,EM-3123-02,TRIP - 3rd AFTERCOOLER FAN MOTOR E-3123
SHAH CDS,63270,62942,26,332,TSDH-3123-09/10/11 (2oo3),3rd STAGE COOLER FAN E-3123 OUTLET LINE TEMP. HIGH
SHAH CDS,63271,63270,0,332,INTER_ESDTR2_812,ACTIVATE - TR2 ESD TO UCP
SHAH CDS,63272,63270,1,332,EM-3121-01,TRIP - 1st AFTERCOOLER FAN MOTOR E-3121
SHAH CDS,63273,63270,2,332,EM-3121-02,TRIP - 1st AFTERCOOLER FAN MOTOR E-3121
SHAH CDS,63274,63270,3,332,SDV-3121-03,CLOSE - 1st SUCTION DRUM V-3121 DRAIN LINE ESD VALVE
SHAH CDS,63275,63270,4,332,SDV-3122-03,CLOSE - 2nd SUCTION DRUM V-3122 DRAIN LINE ESD VALVE
SHAH CDS,63276,63270,5,332,EM-3122-01,TRIP - 2nd AFTERCOOLER FAN MOTOR E-3122
SHAH CDS,63277,63270,6,332,EM-3122-02,TRIP - 2nd AFTERCOOLER FAN MOTOR E-3122
SHAH CDS,63278,63270,7,332,SDV-3123-01,CLOSE - 3rd SUCTION DRUM V-3123 DRAIN LINE ESD VALVE
SHAH CDS,63279,63270,8,332,EM-3123-01,TRIP - 3rd AFTERCOOLER FAN MOTOR E-3123
SHAH CDS,63280,63270,9,332,EM-3123-02,TRIP - 3rd AFTERCOOLER FAN MOTOR E-3123
SHAH CDS,63281,63270,10,332,SDV-3102-12,CLOSE - 3rd STAGE DISCHARGE DRUM V-3102 DRAIN LINE ESD VALVE
SHAH CDS,63282,63270,11,332,SDV-3121-10,CLOSE - 1st STAGE RECYCLE LINE SHUT DOWN VALVE
SHAH CDS,63283,63270,12,332,SDV-3104-03,CLOSE - GLYCOL CONTACTOR INLET KO DRUM V-3104 DRAIN ESD VALVE
SHAH CDS,63284,63270,13,332,SDV-3102-03,CLOSE - GLYCOL CONTACTOR C 3102 DRAIN ESD VALVE 
SHAH CDS,63285,63270,14,332,SDV-3102-02,CLOSE - RICH GLICOL FROM CONTACTOR TO REG.PACKAGE ESD VALVE
SHAH CDS,63286,63270,15,332,BDV-3102-04,OPEN - GAS DEHYDRATION UNIT TRAIN-2 BLOWDOWN VALVE
SHAH CDS,63287,63270,16,332,SDV-3121-01/SDV-3121-04,CLOSE - 1st SUCTION DRUM V-3121 INLET LINE ESD VALVES
SHAH CDS,63288,63270,17,332,SDV-3122-01/SDV-3122-02,CLOSE - 2nd STAGE COMPRESSOR SUCTION K-3122 ESD VALVES
SHAH CDS,63289,63270,18,332,SDV-3104-08/SDV-3104-02,CLOSE - 2nd STAGE COMPRESSOR DISCHARGE K-3122 ESD VALVES
SHAH CDS,63290,63270,19,332,SDV-3123-02/SDV-3123-03,CLOSE - 3rd STAGE COMPRESSOR SUCTION K-3123 ESD VALVES
SHAH CDS,63291,63270,20,332,SDV-3102-10/SDV-3102-11,CLOSE - 3rd STAGE COMPRESSOR DISCHARGE K-3123 ESD VALVES
SHAH CDS,63292,63270,21,332,SDV-3122-06,OPEN - 1st STAGE SETTLE ESD VALVE
SHAH CDS,63293,63270,22,332,SDV-3102-01,CLOSE - LEAN GLYCOL FROM REG.PACKAGE TO CONTACTOR ESD VALVE
SHAH CDS,63294,63270,23,332,BDV-3122-04,OPEN - 1st STAGE COMPRESSION TRAIN 2 BLOWDOWN VALVE
SHAH CDS,63295,63270,24,332,BDV-3122-05,OPEN - 2nd STAGE COMPRESSION TRAIN 2 BLOWDOWN VALVE
SHAH CDS,63296,63270,25,332,BDV-3102-13,OPEN - 3rd STAGE COMPRESSION TRAIN 2 BLOWDOWN VALVE
SHAH CDS,63297,63270,26,332,SDV-6226-02,CLOSE - HYDRATE INHIBITION (METHANOL) CHEMICAL INJECTION LINE TRAIN 2 ESD VALVE
SHAH CDS,63298,63270,27,332,SDV-2801-02,CLOSE - STRIPPING GAS FROM TRAIN 2
SHAH CDS,63299,62942,27,332,LSDL-3102-11,3rd STAGE DISCHARGE DRUM V-3102 LEVEL LOW
SHAH CDS,63300,63299,0,332,SDV-3102-12,CLOSE - 3rd STAGE DISCHARGE DRUM V-3102 DRAIN LINE ESD VALVE
SHAH CDS,63301,62942,28,332,LSDH-3102-12,3rd STAGE DISCHARGE DRUM V-3102 LEVEL HIGH
SHAH CDS,63302,63301,0,332,INTER_ESDTR2_812,ACTIVATE - TR2 ESD TO UCP
SHAH CDS,63303,63301,1,332,EM-3121-01,TRIP - 1st AFTERCOOLER FAN MOTOR E-3121
SHAH CDS,63304,63301,2,332,EM-3121-02,TRIP - 1st AFTERCOOLER FAN MOTOR E-3121
SHAH CDS,63305,63301,3,332,SDV-3121-03,CLOSE - 1st SUCTION DRUM V-3121 DRAIN LINE ESD VALVE
SHAH CDS,63306,63301,4,332,SDV-3122-03,CLOSE - 2nd SUCTION DRUM V-3122 DRAIN LINE ESD VALVE
SHAH CDS,63307,63301,5,332,EM-3122-01,TRIP - 2nd AFTERCOOLER FAN MOTOR E-3122
SHAH CDS,63308,63301,6,332,EM-3122-02,TRIP - 2nd AFTERCOOLER FAN MOTOR E-3122
SHAH CDS,63309,63301,7,332,SDV-3123-01,CLOSE - 3rd SUCTION DRUM V-3123 DRAIN LINE ESD VALVE
SHAH CDS,63310,63301,8,332,EM-3123-01,TRIP - 3rd AFTERCOOLER FAN MOTOR E-3123
SHAH CDS,63311,63301,9,332,EM-3123-02,TRIP - 3rd AFTERCOOLER FAN MOTOR E-3123
SHAH CDS,63312,63301,10,332,SDV-3102-12,CLOSE - 3rd STAGE DISCHARGE DRUM V-3102 DRAIN LINE ESD VALVE
SHAH CDS,63313,63301,11,332,SDV-3121-10,CLOSE - 1st STAGE RECYCLE LINE SHUT DOWN VALVE
SHAH CDS,63314,63301,12,332,SDV-3104-03,CLOSE - GLYCOL CONTACTOR INLET KO DRUM V-3104 DRAIN ESD VALVE
SHAH CDS,63315,63301,13,332,SDV-3102-03,CLOSE - GLYCOL CONTACTOR C 3102 DRAIN ESD VALVE 
SHAH CDS,63316,63301,14,332,SDV-3102-02,CLOSE - RICH GLICOL FROM CONTACTOR TO REG.PACKAGE ESD VALVE
SHAH CDS,63317,63301,15,332,BDV-3102-04,OPEN - GAS DEHYDRATION UNIT TRAIN-2 BLOWDOWN VALVE
SHAH CDS,63318,63301,16,332,SDV-3121-01/SDV-3121-04,CLOSE - 1st SUCTION DRUM V-3121 INLET LINE ESD VALVES
SHAH CDS,63319,63301,17,332,SDV-3122-01/SDV-3122-02,CLOSE - 2nd STAGE COMPRESSOR SUCTION K-3122 ESD VALVES
SHAH CDS,63320,63301,18,332,SDV-3104-08/SDV-3104-02,CLOSE - 2nd STAGE COMPRESSOR DISCHARGE K-3122 ESD VALVES
SHAH CDS,63321,63301,19,332,SDV-3123-02/SDV-3123-03,CLOSE - 3rd STAGE COMPRESSOR SUCTION K-3123 ESD VALVES
SHAH CDS,63322,63301,20,332,SDV-3102-10/SDV-3102-11,CLOSE - 3rd STAGE COMPRESSOR DISCHARGE K-3123 ESD VALVES
SHAH CDS,63323,63301,21,332,SDV-3122-06,OPEN - 1st STAGE SETTLE ESD VALVE
SHAH CDS,63324,63301,22,332,SDV-3102-01,CLOSE - LEAN GLYCOL FROM REG.PACKAGE TO CONTACTOR ESD VALVE
SHAH CDS,63325,63301,23,332,BDV-3122-04,OPEN - 1st STAGE COMPRESSION TRAIN 2 BLOWDOWN VALVE
SHAH CDS,63326,63301,24,332,BDV-3122-05,OPEN - 2nd STAGE COMPRESSION TRAIN 2 BLOWDOWN VALVE
SHAH CDS,63327,63301,25,332,BDV-3102-13,OPEN - 3rd STAGE COMPRESSION TRAIN 2 BLOWDOWN VALVE
SHAH CDS,63328,63301,26,332,SDV-6226-02,CLOSE - HYDRATE INHIBITION (METHANOL) CHEMICAL INJECTION LINE TRAIN 2 ESD VALVE
SHAH CDS,63329,63301,27,332,SDV-2801-02,CLOSE - STRIPPING GAS FROM TRAIN 2
SHAH CDS,63330,62942,29,332,HS-9931-13,MANUAL PB IN FIELD FOR COMPRESSOR TRAIN -2
SHAH CDS,63331,63330,0,332,INTER_ESDTR2_812,ACTIVATE - TR2 ESD TO UCP
SHAH CDS,63332,63330,1,332,EM-3121-01,TRIP - 1st AFTERCOOLER FAN MOTOR E-3121
SHAH CDS,63333,63330,2,332,EM-3121-02,TRIP - 1st AFTERCOOLER FAN MOTOR E-3121
SHAH CDS,63334,63330,3,332,SDV-3121-03,CLOSE - 1st SUCTION DRUM V-3121 DRAIN LINE ESD VALVE
SHAH CDS,63335,63330,4,332,SDV-3122-03,CLOSE - 2nd SUCTION DRUM V-3122 DRAIN LINE ESD VALVE
SHAH CDS,63336,63330,5,332,EM-3122-01,TRIP - 2nd AFTERCOOLER FAN MOTOR E-3122
SHAH CDS,63337,63330,6,332,EM-3122-02,TRIP - 2nd AFTERCOOLER FAN MOTOR E-3122
SHAH CDS,63338,63330,7,332,SDV-3123-01,CLOSE - 3rd SUCTION DRUM V-3123 DRAIN LINE ESD VALVE
SHAH CDS,63339,63330,8,332,EM-3123-01,TRIP - 3rd AFTERCOOLER FAN MOTOR E-3123
SHAH CDS,63340,63330,9,332,EM-3123-02,TRIP - 3rd AFTERCOOLER FAN MOTOR E-3123
SHAH CDS,63341,63330,10,332,SDV-3102-12,CLOSE - 3rd STAGE DISCHARGE DRUM V-3102 DRAIN LINE ESD VALVE
SHAH CDS,63342,63330,11,332,SDV-3121-10,CLOSE - 1st STAGE RECYCLE LINE SHUT DOWN VALVE
SHAH CDS,63343,63330,12,332,SDV-3104-03,CLOSE - GLYCOL CONTACTOR INLET KO DRUM V-3104 DRAIN ESD VALVE
SHAH CDS,63344,63330,13,332,SDV-3102-03,CLOSE - GLYCOL CONTACTOR C 3102 DRAIN ESD VALVE 
SHAH CDS,63345,63330,14,332,SDV-3102-02,CLOSE - RICH GLICOL FROM CONTACTOR TO REG.PACKAGE ESD VALVE
SHAH CDS,63346,63330,15,332,BDV-3102-04,OPEN - GAS DEHYDRATION UNIT TRAIN-2 BLOWDOWN VALVE
SHAH CDS,63347,63330,16,332,SDV-3121-01/SDV-3121-04,CLOSE - 1st SUCTION DRUM V-3121 INLET LINE ESD VALVES
SHAH CDS,63348,63330,17,332,SDV-3122-01/SDV-3122-02,CLOSE - 2nd STAGE COMPRESSOR SUCTION K-3122 ESD VALVES
SHAH CDS,63349,63330,18,332,SDV-3104-08/SDV-3104-02,CLOSE - 2nd STAGE COMPRESSOR DISCHARGE K-3122 ESD VALVES
SHAH CDS,63350,63330,19,332,SDV-3123-02/SDV-3123-03,CLOSE - 3rd STAGE COMPRESSOR SUCTION K-3123 ESD VALVES
SHAH CDS,63351,63330,20,332,SDV-3102-10/SDV-3102-11,CLOSE - 3rd STAGE COMPRESSOR DISCHARGE K-3123 ESD VALVES
SHAH CDS,63352,63330,21,332,SDV-3122-06,OPEN - 1st STAGE SETTLE ESD VALVE
SHAH CDS,63353,63330,22,332,SDV-3102-01,CLOSE - LEAN GLYCOL FROM REG.PACKAGE TO CONTACTOR ESD VALVE
SHAH CDS,63354,63330,23,332,BDV-3122-04,OPEN - 1st STAGE COMPRESSION TRAIN 2 BLOWDOWN VALVE
SHAH CDS,63355,63330,24,332,BDV-3122-05,OPEN - 2nd STAGE COMPRESSION TRAIN 2 BLOWDOWN VALVE
SHAH CDS,63356,63330,25,332,BDV-3102-13,OPEN - 3rd STAGE COMPRESSION TRAIN 2 BLOWDOWN VALVE
SHAH CDS,63357,63330,26,332,SDV-6226-02,CLOSE - HYDRATE INHIBITION (METHANOL) CHEMICAL INJECTION LINE TRAIN 2 ESD VALVE
SHAH CDS,63358,63330,27,332,SDV-2801-02,CLOSE - STRIPPING GAS FROM TRAIN 2
SHAH CDS,63359,62942,30,332,PSDH-3121-16,1st STAGE SUCTION DRUM INLET PRESSURE HIGH
SHAH CDS,63360,63359,0,332,SDV-3121-10,CLOSE - 1st STAGE RECYCLE LINE SHUT DOWN VALVE
SHAH CDS,63361,62942,31,332,INTER_ESDTR1_821,COMPRESSOR TRAIN 2 ESD TO UCP
SHAH CDS,63362,63361,0,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63363,63361,1,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63364,63361,2,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
SHAH CDS,63365,62942,32,332,PIT-3121-06,1st STAGE K-3121 DICHARGE PRESSURE HIGH HIGH (IN DISCHARGE DAMPENER)
SHAH CDS,63366,63365,0,332,2901XL3121_27,ACTIVATE - TRAIN 2 ESD FROM UCP
SHAH CDS,63367,63365,1,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63368,63365,2,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63369,63365,3,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
SHAH CDS,63370,62942,33,332,PIT-3122-06,2nd STAGE K-3122 DICHARGE PRESSURE HIGH HIGH (IN DISCHARGE DAMPENER)
SHAH CDS,63371,63370,0,332,2901XL3121_27,ACTIVATE - TRAIN 2 ESD FROM UCP
SHAH CDS,63372,63370,1,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63373,63370,2,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63374,63370,3,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
SHAH CDS,63375,62942,34,332,PIT-3123-09,3rd STAGE K-3123 DICHARGE PRESSURE HIGH HIGH (IN DISCHARGE DAMPENER)
SHAH CDS,63376,63375,0,332,2901XL3121_27,ACTIVATE - TRAIN 2 ESD FROM UCP
SHAH CDS,63377,63375,1,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63378,63375,2,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63379,63375,3,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
SHAH CDS,63380,62942,35,332,TIT-3121-06,1st STAGE K-3121 DICHARGE TEMPERATURE HIGH HIGH (IN DISCHARGE DAMPENER)
SHAH CDS,63381,63380,0,332,2901XL3121_27,ACTIVATE - TRAIN 2 ESD FROM UCP
SHAH CDS,63382,63380,1,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63383,63380,2,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63384,63380,3,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
SHAH CDS,63385,62942,36,332,TIT-3122-03,2nd STAGE K-3122 DICHARGE TEMPERATURE HIGH HIGH (IN DISCHARGE DAMPENER)
SHAH CDS,63386,63385,0,332,2901XL3121_27,ACTIVATE - TRAIN 2 ESD FROM UCP
SHAH CDS,63387,63385,1,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63388,63385,2,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63389,63385,3,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
SHAH CDS,63390,62942,37,332,TIT-3123-04,3rd STAGE K-3123 DICHARGE TEMPERATURE HIGH HIGH (IN DISCHARGE DAMPENER)
SHAH CDS,63391,63390,0,332,2901XL3121_27,ACTIVATE - TRAIN 2 ESD FROM UCP
SHAH CDS,63392,63390,1,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63393,63390,2,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63394,63390,3,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
SHAH CDS,63395,62942,38,332,LIT-3121-07,1st STAGE K-3121 SUCTION DAMPENER DRAIN POT LEVEL LOW LOW
SHAH CDS,63396,63395,0,332,SDV-3121-02,CLOSE - 1st STAGE COMPRESSOR DRAIN POT VX-3121-01 DRAIN LINE ESD VALVE
SHAH CDS,63397,62942,39,332,LIT-3122-07,2nd STAGE K-3123 SUCTION DAMPENER DRAIN POT LEVEL LOW LOW
SHAH CDS,63398,63397,0,332,SDV-3122-07,CLOSE - 2nd STAGE COMPRESSOR DRAIN POT VX-3122-01 DRAIN LINE ESD VALVE 
SHAH CDS,63399,62942,40,332,LIT-3123-07,3rd STAGE K-3123 SUCTION DAMPENER DRAIN POT LEVEL LOW LOW
SHAH CDS,63400,63399,0,332,SDV-3123-07,CLOSE - 3rd STAGE COMPRESSOR DRAIN POT VX-3123-01 DRAIN LINE ESD VALVE
SHAH CDS,63401,62942,41,332,LIT-3121-05,1st STAGE K-3121 SUCTION DAMPENER DRAIN POT LEVEL HIGH HIGH
SHAH CDS,63402,63401,0,332,2901XL3121_27,ACTIVATE - TRAIN 2 ESD FROM UCP
SHAH CDS,63403,63401,1,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63404,63401,2,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63405,63401,3,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
SHAH CDS,63406,62942,42,332,LIT-3122-05,2nd STAGE K-3123 SUCTION DAMPENER DRAIN POT LEVEL HIGH HIGH
SHAH CDS,63407,63406,0,332,2901XL3121_27,ACTIVATE - TRAIN 2 ESD FROM UCP
SHAH CDS,63408,63406,1,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63409,63406,2,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63410,63406,3,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
SHAH CDS,63411,62942,43,332,LIT-3123-05,3rd STAGE K-3123 SUCTION DAMPENER DRAIN POT LEVEL HIGH HIGH
SHAH CDS,63412,63411,0,332,2901XL3121_27,ACTIVATE - TRAIN 2 ESD FROM UCP
SHAH CDS,63413,63411,1,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63414,63411,2,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63415,63411,3,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
SHAH CDS,63416,62942,44,332,PIT-3121-03,1st STAGE K-3121 SUCTION LINE PRESSURE LOW LOW (IN SUCTION DAMPENER)
SHAH CDS,63417,63416,0,332,2901XL3121_27,ACTIVATE - TRAIN 2 ESD FROM UCP
SHAH CDS,63418,63416,1,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63419,63416,2,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63420,63416,3,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
SHAH CDS,63421,62942,45,332,PIT-3122-03,2nd STAGE K-3122 SUCTION LINE PRESSURE LOW LOW (IN SUCTION DAMPENER)
SHAH CDS,63422,63421,0,332,2901XL3121_27,ACTIVATE - TRAIN 2 ESD FROM UCP
SHAH CDS,63423,63421,1,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63424,63421,2,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63425,63421,3,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
SHAH CDS,63426,62942,46,332,PIT-3123-03,3rd STAGE K-3123 SUCTION LINE PRESSURE LOW LOW (IN SUCTION DAMPENER)
SHAH CDS,63427,63426,0,332,2901XL3121_27,ACTIVATE - TRAIN 2 ESD FROM UCP
SHAH CDS,63428,63426,1,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63429,63426,2,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63430,63426,3,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
SHAH CDS,63431,62266,7,332,COMPRESSOR AUXILLIARY SYSTEMS,TRAIN-2
SHAH CDS,63432,63431,0,332,PIT-3121-27/28/29,LUBE OIL SUPPLY PRESSURE LOW (2oo3)
SHAH CDS,63433,63432,0,332,2901XL3121_27,ACTIVATE - TRAIN 2 ESD FROM UCP
SHAH CDS,63434,63432,1,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63435,63432,2,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63436,63432,3,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
SHAH CDS,63437,63431,1,332,TE-3121-32/33,COMPRESSOR GUIDE BEARING TEMPERATURE HIGH HIGH (2oo2)
SHAH CDS,63438,63437,0,332,2901XL3121_27,ACTIVATE - TRAIN 2 ESD FROM UCP
SHAH CDS,63439,63437,1,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63440,63437,2,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63441,63437,3,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
SHAH CDS,63442,63431,2,332,TE-3121-34/35,COMPRESSOR MAIN BEARING TEMPERATURE HIGH HIGH (2oo2)
SHAH CDS,63443,63442,0,332,2901XL3121_27,ACTIVATE - TRAIN 2 ESD FROM UCP
SHAH CDS,63444,63442,1,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63445,63442,2,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63446,63442,3,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
SHAH CDS,63447,63431,3,332,TE-3121-36/37,COMPRESSOR MAIN BEARING TEMPERATURE HIGH HIGH (2oo2)
SHAH CDS,63448,63447,0,332,2901XL3121_27,ACTIVATE - TRAIN 2 ESD FROM UCP
SHAH CDS,63449,63447,1,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63450,63447,2,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63451,63447,3,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
SHAH CDS,63452,63431,4,332,TE-3121-38/39,COMPRESSOR BEARING TEMPERATURE HIGH HIGH (2oo2)
SHAH CDS,63453,63452,0,332,2901XL3121_27,ACTIVATE - TRAIN 2 ESD FROM UCP
SHAH CDS,63454,63452,1,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63455,63452,2,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63456,63452,3,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
SHAH CDS,63457,63431,5,332,TE-3121-40/41,MAIN MOTOR BEARING TEMPERATURE HIGH HIGH (2oo2)
SHAH CDS,63458,63457,0,332,2901XL3121_27,ACTIVATE - TRAIN 2 ESD FROM UCP
SHAH CDS,63459,63457,1,332,PPXI-3121-04,TRIP - LUBRICATOR MOTOR
SHAH CDS,63460,63457,2,332,EEXI-3121-03,TRIP - LUBRICATOR HEATER
SHAH CDS,63461,63457,3,332,XL-3121-25,TRIP - COMPRESSOR MOTOR TRAIN 2
